10	25	6	20	1	2	5	20	16	14	22	24	14	28	11	14	13	22	20	3	7	6	10	36	0	18	5	10	7	22	12	10	8	20	10	5	8	6	17	26	11	35	15	23	8	10	22	11	12	12	13	4	20	15	18	16	9	10	8	10	15	28	16	11	12	14	1	14	10	14	24	9	24	11	16	10	14	28	6	4	5	17	15	10	22	12	2	28	14	7	8	12	6	13	12	10	21	16	22	30	9	12	11	14	12	16	7	2	26	23	8	24	36	6	26	25	12	6	18	18	10	32	13
18	9	24	10	29	28	23	20	16	38	10	8	16	4	17	28	25	24	22	9	10	5	7	19	18	0	22	1	6	7	18	12	10	10	22	10	3	8	2	17	28	11	31	19	23	12	6	24	11	8	12	13	16	15	18	12	13	10	8	10	15	30	12	7	8	18	3	18	14	14	26	9	26	11	16	6	14	28	4	2	7	13	15	10	18	16	4	28	10	11	4	16	8	13	16	10	25	18	24	30	9	12	11	14	8	16	9	6	26	25	8	20	36	8	26	21	8	6	22	20	14	32	13
17	6	21	7	26	25	22	17	13	37	7	11	15	11	16	27	1	6	20	9	4	14	8	14	5	22	0	11	14	15	12	27	17	15	7	11	13	10	9	13	14	17	12	40	10	18	1	15	13	4	15	9	10	25	16	15	21	7	11	5	12	19	21	16	17	9	10	7	5	5	15	12	15	8	13	15	11	25	9	11	10	22	12	11	27	7	11	21	19	6	13	5	9	14	7	13	16	7	13	27	10	9	8	15	17	13	8	7	23	14	13	29	33	9	19	30	17	11	13	9	1	29	6
8	9	16	4	17	18	13	20	6	26	8	10	6	12	9	16	8	30	6	21	4	4	7	17	10	1	11	0	14	9	10	7	22	12	10	8	14	14	13	4	8	7	18	7	33	17	13	8	10	16	3	12	2	5	20	11	8	16	16	2	5	20	16	11	12	16	9	10	10	6	18	15	18	1	6	10	4	18	14	12	5	17	5	6	20	14	8	18	14	9	8	8	4	9	12	20	23	10	16	20	5	4	3	10	12	6	7	12	16	17	8	22	26	6	16	23	12	6	20	12	6	22	5
12	7	20	4	23	24	17	22	10	32	12	6	10	8	11	22	11	27	26	31	16	4	11	6	7	6	14	14	0	20	9	12	13	20	18	16	10	22	2	5	14	10	23	28	17	33	17	29	10	8	24	15	4	18	19	18	21	24	14	16	21	30	14	5	10	16	9	16	12	16	26	1	26	17	22	6	20	34	4	6	13	15	21	16	20	14	10	32	12	9	10	14	14	19	14	4	23	18	24	36	15	18	17	20	8	22	11	6	32	25	14	22	42	12	30	23	14	12	20	20	12	38	17
3	18	13	13	8	9	2	21	11	17	17	19	7	21	10	7	7	22	23	15	26	10	9	12	22	7	15	9	20	0	12	9	10	7	22	12	10	8	12	14	13	4	8	9	18	7	35	15	15	6	10	14	1	12	4	5	20	11	10	16	7	20	16	11	12	14	9	8	8	6	16	15	16	3	8	10	6	20	14	12	5	17	7	6	22	12	8	20	14	9	8	6	4	9	10	18	21	8	14	22	5	4	3	10	12	8	7	12	18	15	8	24	28	6	18	25	12	6	18	10	4	24	5
14	25	6	24	9	8	9	16	16	14	22	28	16	32	15	8	20	26	18	18	14	20	17	14	12	18	12	10	9	12	0	19	14	15	12	17	9	11	13	19	19	18	9	13	6	13	10	28	22	8	13	15	21	8	17	3	6	15	6	5	17	15	13	16	17	21	14	15	15	11	15	20	19	4	1	15	1	13	19	17	10	16	4	11	15	19	13	13	15	14	13	13	9	8	17	25	28	15	13	15	10	7	8	7	17	5	12	17	11	12	13	17	21	11	11	18	13	11	25	17	11	17	10
11	12	19	7	14	15	10	23	9	23	11	11	9	15	6	13	31	15	22	15	13	16	27	26	10	12	27	7	12	9	19	0	10	29	24	23	26	18	20	26	8	32	29	22	28	13	4	19	37	21	9	20	28	6	19	32	18	17	24	15	12	26	22	31	26	20	29	14	18	16	4	31	4	19	14	30	16	6	28	30	25	25	15	20	24	18	28	2	24	25	26	16	24	17	16	32	19	12	8	8	21	18	19	16	32	14	27	26	4	9	22	26	14	26	4	27	22	24	16	10	18	10	17
33	36	37	31	32	33	28	51	37	25	39	23	37	27	22	31	14	4	15	13	10	15	11	34	8	10	17	22	13	10	14	10	0	28	11	6	9	6	6	6	18	28	12	15	12	10	15	20	9	19	31	15	22	6	28	17	10	16	19	4	9	14	4	9	4	30	15	24	24	20	22	13	26	17	12	8	14	20	16	14	15	3	17	10	6	28	14	20	2	19	8	22	14	7	26	18	37	24	20	22	11	18	17	8	10	16	17	18	18	19	8	8	28	16	18	9	4	10	34	24	20	24	19
17	14	13	19	18	17	22	7	13	33	11	27	13	23	28	19	30	21	4	18	8	4	14	20	20	10	15	12	20	7	15	29	28	0	23	6	7	8	15	13	11	13	23	3	10	9	5	18	29	12	28	22	24	15	3	25	12	1	13	14	13	16	19	9	5	21	10	19	17	15	27	4	27	12	17	1	15	29	9	9	10	10	16	11	15	19	9	29	7	14	5	17	9	14	19	9	28	19	25	31	10	13	12	15	3	17	12	11	27	26	9	17	37	11	27	18	9	7	25	21	15	33	14
17	10	25	9	28	29	22	21	15	37	11	7	15	3	16	27	20	39	21	23	13	10	13	23	10	22	7	10	18	22	12	24	11	23	0	24	7	4	5	10	8	6	14	24	8	11	10	6	19	24	7	23	27	19	18	2	26	13	6	14	15	8	11	18	4	26	11	20	20	16	26	9	28	13	16	4	16	24	12	10	11	5	17	8	10	24	10	24	2	15	4	18	10	9	22	14	33	20	24	26	9	14	13	10	6	18	13	14	22	23	6	12	32	12	22	13	4	6	30	22	16	28	15
18	25	6	24	9	8	13	12	16	14	22	30	16	32	19	10	31	19	39	12	18	11	9	20	5	10	11	8	16	12	17	23	6	6	24	0	18	5	10	11	22	16	14	8	20	6	1	12	6	21	26	15	35	15	27	8	10	22	13	8	16	17	20	19	22	16	14	5	14	10	14	24	5	24	15	20	10	18	32	2	9	17	19	14	22	12	6	30	14	7	8	12	10	17	12	6	21	16	22	34	13	16	15	18	12	20	9	4	30	23	12	24	40	10	28	25	12	10	18	18	10	36	15
9	24	7	19	2	3	4	21	17	13	23	23	13	27	10	1	26	11	15	16	7	16	20	18	8	3	13	14	10	10	9	26	9	7	7	18	0	17	8	9	6	21	11	9	3	17	13	8	3	7	12	23	6	34	16	18	9	9	19	6	11	7	8	19	10	13	15	15	4	13	11	9	21	14	21	6	11	9	9	23	7	16	10	5	21	13	3	23	13	4	7	11	1	8	13	15	22	13	19	25	4	7	6	9	11	11	2	7	21	20	7	23	31	1	21	24	11	5	19	15	9	27	8
16	21	4	20	7	6	13	12	12	18	18	26	12	28	19	8	27	4	9	34	21	1	25	19	6	8	10	14	22	8	11	18	6	8	4	5	17	0	29	12	9	10	5	9	9	19	29	13	16	15	11	18	23	12	18	32	18	23	7	31	18	11	19	20	3	12	17	1	31	16	25	25	21	25	14	29	18	15	9	17	23	15	20	13	5	29	15	23	5	20	9	23	15	10	27	19	38	25	23	25	14	19	18	11	7	19	18	19	21	22	11	7	31	17	21	8	7	11	35	27	21	27	20
21	20	25	15	20	21	16	35	21	27	23	7	21	11	8	19	14	27	27	18	29	27	10	24	17	2	9	13	2	12	13	20	6	15	5	10	8	29	0	15	14	15	12	21	13	15	13	15	19	18	9	13	2	13	12	32	18	8	13	15	17	8	17	3	2	19	10	3	21	17	14	11	11	7	15	20	19	4	5	15	3	13	17	11	19	15	13	13	19	14	13	9	9	12	13	25	24	11	13	15	10	3	4	11	17	1	12	17	11	12	13	21	21	11	11	22	17	11	21	13	11	17	6
16	15	20	10	15	16	11	30	16	24	18	10	16	14	3	14	13	22	22	7	13	23	20	17	26	17	13	4	5	14	19	26	6	13	10	11	9	12	15	0	18	9	6	5	16	6	4	8	18	14	13	2	8	13	18	1	29	21	13	12	10	20	7	12	8	9	14	5	12	12	20	9	14	14	10	20	15	22	7	10	10	10	18	12	16	18	8	18	8	9	8	12	4	3	16	20	27	14	18	20	1	8	7	4	12	12	7	12	16	17	4	18	26	6	16	19	6	6	24	16	10	22	9
12	13	18	8	13	14	9	24	10	22	12	12	10	16	5	12	15	20	20	11	6	11	30	11	11	28	14	8	14	13	19	8	18	11	8	22	6	9	14	18	0	34	17	12	15	4	10	12	24	32	18	21	18	16	17	22	15	13	37	17	28	12	30	23	16	18	21	2	11	16	6	36	21	30	30	26	24	19	28	19	14	14	16	20	20	34	20	22	8	25	14	28	20	13	32	24	43	28	22	20	17	22	23	12	12	18	23	24	20	21	14	4	26	22	20	3	10	16	40	26	26	22	25
19	16	27	11	22	23	18	31	17	31	19	3	17	7	10	21	10	29	29	4	9	11	20	39	35	11	17	7	10	4	18	32	28	13	6	16	21	10	15	9	34	0	12	27	22	21	24	16	18	26	10	32	31	20	26	11	4	17	35	23	7	22	26	8	21	30	16	15	22	13	10	24	22	27	16	20	18	6	33	6	17	12	28	14	4	30	20	26	22	27	24	18	22	15	18	34	21	14	10	6	19	16	17	14	30	12	25	28	2	11	20	24	12	24	4	25	20	22	18	12	20	8	19
22	25	26	20	21	22	17	40	26	22	28	12	26	16	11	20	19	28	28	5	10	16	9	19	15	31	12	18	23	8	9	29	12	23	14	14	11	5	12	6	17	12	0	26	9	4	7	8	6	6	16	26	10	13	10	8	17	22	7	21	29	17	20	4	28	15	8	16	17	6	9	16	6	28	13	22	22	18	24	11	28	15	14	6	16	22	12	26	12	17	6	20	12	7	24	16	35	22	22	24	9	16	15	8	8	18	15	16	20	21	6	10	30	14	20	11	4	8	32	24	18	26	17
12	7	12	12	17	16	17	10	4	32	4	18	8	16	19	18	13	18	14	25	20	14	21	30	23	19	40	7	28	9	13	22	15	3	24	8	9	9	21	5	12	27	26	0	8	15	16	13	28	18	16	10	8	16	13	10	14	11	14	13	41	9	15	6	16	10	5	18	10	7	26	17	12	22	8	13	4	2	2	12	15	12	9	14	16	12	22	14	6	14	9	14	10	15	4	16	15	4	10	24	11	6	5	16	18	10	11	10	20	11	14	30	30	12	16	31	18	12	12	6	4	26	3
14	11	22	6	23	24	19	26	12	32	14	4	12	6	11	22	5	28	24	9	8	10	5	14	8	23	10	33	17	18	6	28	12	10	8	20	3	9	13	16	15	22	9	8	0	6	17	20	17	32	22	20	10	8	16	13	14	18	15	14	17	45	5	15	6	20	10	9	18	14	11	30	21	16	26	4	13	2	4	6	12	15	12	13	18	20	16	22	14	2	14	9	18	14	19	16	11	4	10	24	15	10	9	20	22	14	11	10	20	11	18	34	30	12	16	35	22	16	8	6	8	26	7
14	1	20	4	25	24	19	16	12	34	6	12	12	14	13	24	11	26	22	19	14	12	15	24	10	12	18	17	33	7	13	13	10	9	11	6	17	19	15	6	4	21	4	15	6	0	6	17	18	15	30	20	18	14	6	20	17	12	16	13	10	15	41	9	11	8	18	6	7	20	12	9	28	19	14	24	8	17	2	6	4	8	19	8	11	16	18	14	18	18	6	16	13	16	12	17	20	15	6	20	13	8	7	18	20	12	15	14	16	7	16	30	26	14	12	31	20	14	12	2	6	22	5
16	21	6	20	11	10	17	8	12	18	18	26	12	28	23	12	27	4	4	31	26	22	29	32	22	6	1	13	17	35	10	4	15	5	10	1	13	29	13	4	10	24	7	16	17	6	0	12	23	22	21	24	16	18	20	10	26	23	18	22	11	6	17	35	15	5	14	24	8	13	26	16	15	22	13	10	24	14	23	8	12	10	4	25	6	17	12	24	14	12	24	12	22	19	22	18	15	26	21	14	19	14	13	14	26	12	21	20	10	1	20	24	20	20	8	25	20	20	18	4	12	16	11
7	12	11	7	16	15	12	15	1	27	9	13	5	15	14	17	14	17	13	20	15	9	16	25	11	24	15	8	29	15	28	19	20	18	6	12	8	13	15	8	12	16	8	13	20	17	12	0	17	8	7	6	17	7	5	7	17	13	12	1	7	12	19	2	30	20	14	11	9	19	6	11	7	8	15	6	13	13	19	8	13	13	9	21	14	21	6	11	9	9	19	11	17	7	8	7	3	4	19	26	21	7	6	5	11	11	6	11	17	18	5	19	27	5	17	20	7	5	23	15	9	23	8
16	11	24	8	27	28	21	22	14	36	12	6	14	4	15	26	1	30	26	13	12	14	9	18	12	11	13	10	10	15	22	37	9	29	19	6	3	16	19	18	24	18	6	28	17	18	23	17	0	12	11	12	9	24	14	12	10	12	16	15	6	10	5	16	9	35	15	11	10	12	14	5	14	6	1	22	13	6	18	14	11	8	8	4	16	17	16	5	8	12	6	16	14	12	10	11	10	6	11	22	21	18	1	12	14	4	9	14	14	15	10	24	24	8	14	25	14	8	18	10	8	20	3
4	13	16	8	13	14	7	20	6	22	12	14	6	16	11	12	15	20	18	19	14	10	17	20	12	8	4	16	8	6	8	21	19	12	24	21	7	15	18	14	32	26	6	18	32	15	22	8	12	0	11	10	11	8	23	13	11	9	11	15	14	5	9	6	17	8	36	14	12	9	11	13	4	13	5	2	21	12	7	17	13	10	7	7	3	15	16	15	4	9	11	7	17	13	11	9	10	9	5	10	21	20	19	11	13	5	8	13	15	14	9	25	25	7	15	26	13	7	17	9	7	21	2
1	14	13	9	12	13	6	17	7	21	13	15	3	17	14	11	16	19	15	22	17	11	18	23	13	12	15	3	24	10	13	9	31	28	7	26	12	11	9	13	18	10	16	16	22	30	21	7	11	11	0	22	13	8	7	14	4	4	12	22	18	17	6	12	9	14	3	25	25	9	16	12	22	11	16	10	13	12	1	8	12	24	13	18	18	14	16	19	20	11	6	14	8	14	16	22	12	13	10	8	1	24	31	16	16	10	11	16	12	13	6	14	22	10	12	15	6	8	28	18	14	18	13
14	5	22	6	25	26	19	20	12	34	10	8	12	10	13	24	9	28	24	15	10	12	11	20	4	13	9	12	15	14	15	20	15	22	23	15	23	18	13	2	21	32	26	10	20	20	24	6	12	10	22	0	24	7	8	9	12	14	12	14	24	6	11	10	6	19	30	13	25	25	25	18	4	26	13	4	14	15	10	17	20	6	24	11	20	20	16	28	7	28	13	18	4	16	30	10	22	10	15	6	10	15	12	31	32	18	13	14	28	27	10	14	38	12	28	15	10	8	28	22	16	34	15
20	21	24	16	19	20	15	36	22	26	24	8	22	12	9	18	15	26	26	1	8	12	5	4	20	16	10	2	4	1	21	28	22	24	27	35	6	23	2	8	18	31	10	8	10	18	16	17	9	11	13	24	0	16	15	16	13	20	12	14	14	16	20	19	10	14	1	12	13	31	19	7	14	16	18	9	18	4	3	18	9	2	20	18	15	12	12	8	14	21	18	5	6	16	4	12	18	16	14	15	14	10	11	26	25	14	13	18	10	11	14	20	20	12	10	21	16	12	22	14	12	16	7
11	16	15	11	10	11	6	27	13	19	15	15	13	19	4	9	18	17	17	12	7	3	14	13	15	15	25	5	18	12	8	6	6	15	19	15	34	12	13	13	16	20	13	16	8	14	18	7	24	8	8	7	16	0	14	25	20	19	22	14	16	24	12	30	29	18	24	9	6	15	33	25	5	24	24	10	19	28	14	13	20	11	8	22	24	25	18	22	18	8	31	8	15	10	26	12	2	28	22	24	25	22	20	13	36	23	4	23	28	9	18	22	10	22	4	23	18	20	20	14	22	6	17
4	19	12	14	7	8	1	22	12	16	18	20	8	22	9	6	21	14	14	17	12	10	19	18	18	18	16	20	19	4	17	19	28	3	18	27	16	18	12	18	17	26	10	13	16	6	20	5	14	23	7	8	15	14	0	24	35	30	29	30	24	26	34	22	40	39	28	34	19	16	25	23	35	15	34	34	20	29	38	24	23	28	21	18	32	34	35	28	32	28	18	41	18	25	20	36	22	8	38	32	34	35	32	30	23	46	33	6	33	38	19	28	28	32	14	23	28	30	30	24	32	4	27
20	17	26	12	21	22	17	32	18	30	20	4	18	8	9	20	11	28	28	3	8	12	1	8	16	12	15	11	18	5	3	32	17	25	2	8	18	32	32	1	22	11	8	10	13	20	10	7	12	13	14	9	16	25	24	0	18	9	10	7	22	12	10	2	18	14	9	4	8	13	24	7	35	15	19	8	10	20	7	12	8	9	20	11	14	16	14	5	14	10	10	22	13	22	7	12	10	10	24	8	12	4	3	8	2	9	14	21	26	1	8	21	8	24	22	25	12	6	18	16	10	28	9
